stem,class,deixis,tam
g-àmɔ̀ǹ-ɛ̀,g,itive,dependent
g-àmɔ̀ǹ-ɔ́,g,ventive,perfective
g-àmɔ̀ǹ-ɔ̀,g,ventive,dependent
g-àmɔ̀n-ɛ̀,g,itive,dependent
g-àmɔ̀n-ɔ́,g,ventive,perfective
g-àmɔ̀n-ɔ̀,g,ventive,dependent
g-àm̀ɔ̀ǹ-ɛ̀,g,itive,dependent
g-àm̀ɔ̀ǹ-ɔ́,g,ventive,perfective
g-àm̀ɔ̀ǹ-ɔ̀,g,ventive,dependent
g-àm̀ɔ̀n-ɛ̀,g,itive,dependent
g-àm̀ɔ̀n-ɔ́,g,ventive,perfective
g-àm̀ɔ̀n-ɔ̀,g,ventive,dependent
g-á-ámɔ̀ǹ-ɔ̀,g,itive,imperfective
g-á-ámɔ̀n-ɔ̀,g,itive,imperfective
g-á-ám̀ɔ̀ǹ-ɔ̀,g,itive,imperfective
g-á-ám̀ɔ̀n-ɔ̀,g,itive,imperfective
g-á-àmɔ̀ǹ-ɔ́,g,ventive,imperfective
g-á-àmɔ̀n-ɔ́,g,ventive,imperfective
g-á-àm̀ɔ̀ǹ-ɔ́,g,ventive,imperfective
g-á-àm̀ɔ̀n-ɔ́,g,ventive,imperfective
g-à-ámɔ̀ǹ-ɛ̀,g,itive,perfective
g-à-ámɔ̀n-ɛ̀,g,itive,perfective
g-à-ám̀ɔ̀ǹ-ɛ̀,g,itive,perfective
g-à-ám̀ɔ̀n-ɛ̀,g,itive,perfective
ánt̪-ɔ́,unmarked,itive,imperative
áńt̪-ɔ́,unmarked,itive,imperative
ànt̪-ɔ́,unmarked,ventive,imperative
àǹt̪-ɔ́,unmarked,ventive,imperative
ɲ-ànt̪-ɛ̀,ɲ,itive,dependent
ɲ-ànt̪-ɔ́,ɲ,ventive,perfective
ɲ-ànt̪-ɔ̀,ɲ,ventive,dependent
ɲ-àǹt̪-ɛ̀,ɲ,itive,dependent
ɲ-àǹt̪-ɔ́,ɲ,ventive,perfective
ɲ-àǹt̪-ɔ̀,ɲ,ventive,dependent
ɲ-á-ánt̪-ɔ̀,ɲ,itive,imperfective
ɲ-á-áǹt̪-ɔ̀,ɲ,itive,imperfective
ɲ-á-ànt̪-ɔ́,ɲ,ventive,imperfective
ɲ-á-àǹt̪-ɔ́,ɲ,ventive,imperfective
ɲ-à-ánt̪-ɛ̀,ɲ,itive,perfective
ɲ-à-áǹt̪-ɛ̀,ɲ,itive,perfective
ŋ-ànt̪-ɛ̀,ŋ,itive,dependent
ŋ-ànt̪-ɔ́,ŋ,ventive,perfective
ŋ-ànt̪-ɔ̀,ŋ,ventive,dependent
ŋ-àǹt̪-ɛ̀,ŋ,itive,dependent
ŋ-àǹt̪-ɔ́,ŋ,ventive,perfective
ŋ-àǹt̪-ɔ̀,ŋ,ventive,dependent
ŋ-á-ánt̪-ɔ̀,ŋ,itive,imperfective
ŋ-á-áǹt̪-ɔ̀,ŋ,itive,imperfective
ŋ-á-ànt̪-ɔ́,ŋ,ventive,imperfective
ŋ-á-àǹt̪-ɔ́,ŋ,ventive,imperfective
ŋ-à-ánt̪-ɛ̀,ŋ,itive,perfective
ŋ-à-áǹt̪-ɛ̀,ŋ,itive,perfective
ð-ánt̪-ɔ́,ð,unmarked,infinitive
ð-áńt̪-ɔ́,ð,unmarked,infinitive
ð-ànt̪-ɛ̀,ð,itive,dependent
ð-ànt̪-ɔ́,ð,ventive,perfective
ð-ànt̪-ɔ̀,ð,ventive,dependent
ð-àǹt̪-ɛ̀,ð,itive,dependent
ð-àǹt̪-ɔ́,ð,ventive,perfective
ð-àǹt̪-ɔ̀,ð,ventive,dependent
ð-á-ánt̪-ɔ̀,ð,itive,imperfective
ð-á-áǹt̪-ɔ̀,ð,itive,imperfective
ð-á-ànt̪-ɔ́,ð,ventive,imperfective
ð-á-àǹt̪-ɔ́,ð,ventive,imperfective
ð-à-ánt̪-ɛ̀,ð,itive,perfective
ð-à-áǹt̪-ɛ̀,ð,itive,perfective
t̪-ànt̪-ɛ̀,t̪,itive,dependent
t̪-ànt̪-ɔ́,t̪,ventive,perfective
t̪-ànt̪-ɔ̀,t̪,ventive,dependent
t̪-àǹt̪-ɛ̀,t̪,itive,dependent
t̪-àǹt̪-ɔ́,t̪,ventive,perfective
t̪-àǹt̪-ɔ̀,t̪,ventive,dependent
t̪-á-ánt̪-ɔ̀,t̪,itive,imperfective
t̪-á-áǹt̪-ɔ̀,t̪,itive,imperfective
t̪-á-ànt̪-ɔ́,t̪,ventive,imperfective
t̪-á-àǹt̪-ɔ́,t̪,ventive,imperfective
t̪-à-ánt̪-ɛ̀,t̪,itive,perfective
t̪-à-áǹt̪-ɛ̀,t̪,itive,perfective
r-ànt̪-ɛ̀,r,itive,dependent
r-ànt̪-ɔ́,r,ventive,perfective
r-ànt̪-ɔ̀,r,ventive,dependent
r-àǹt̪-ɛ̀,r,itive,dependent
r-àǹt̪-ɔ́,r,ventive,perfective
r-àǹt̪-ɔ̀,r,ventive,dependent
r-á-ánt̪-ɔ̀,r,itive,imperfective
r-á-áǹt̪-ɔ̀,r,itive,imperfective
r-á-ànt̪-ɔ́,r,ventive,imperfective
r-á-àǹt̪-ɔ́,r,ventive,imperfective
r-à-ánt̪-ɛ̀,r,itive,perfective
r-à-áǹt̪-ɛ̀,r,itive,perfective
n-ànt̪-ɛ̀,n,itive,dependent
n-ànt̪-ɔ́,n,ventive,perfective
n-ànt̪-ɔ̀,n,ventive,dependent
n-àǹt̪-ɛ̀,n,itive,dependent
n-àǹt̪-ɔ́,n,ventive,perfective
n-àǹt̪-ɔ̀,n,ventive,dependent
n-á-ánt̪-ɔ̀,n,itive,imperfective
n-á-áǹt̪-ɔ̀,n,itive,imperfective
n-á-ànt̪-ɔ́,n,ventive,imperfective
n-á-àǹt̪-ɔ́,n,ventive,imperfective
n-à-ánt̪-ɛ̀,n,itive,perfective
n-à-áǹt̪-ɛ̀,n,itive,perfective
l-ànt̪-ɛ̀,l,itive,dependent
l-ànt̪-ɔ́,l,ventive,perfective
l-ànt̪-ɔ̀,l,ventive,dependent
l-àǹt̪-ɛ̀,l,itive,dependent
l-àǹt̪-ɔ́,l,ventive,perfective
l-àǹt̪-ɔ̀,l,ventive,dependent
l-á-ánt̪-ɔ̀,l,itive,imperfective
l-á-áǹt̪-ɔ̀,l,itive,imperfective
l-á-ànt̪-ɔ́,l,ventive,imperfective
l-á-àǹt̪-ɔ́,l,ventive,imperfective
l-à-ánt̪-ɛ̀,l,itive,perfective
l-à-áǹt̪-ɛ̀,l,itive,perfective
j-ànt̪-ɛ̀,j,itive,dependent
j-ànt̪-ɔ́,j,ventive,perfective
j-ànt̪-ɔ̀,j,ventive,dependent
j-àǹt̪-ɛ̀,j,itive,dependent
j-àǹt̪-ɔ́,j,ventive,perfective
j-àǹt̪-ɔ̀,j,ventive,dependent
j-á-ánt̪-ɔ̀,j,itive,imperfective
j-á-áǹt̪-ɔ̀,j,itive,imperfective
j-á-ànt̪-ɔ́,j,ventive,imperfective
j-á-àǹt̪-ɔ́,j,ventive,imperfective
j-à-ánt̪-ɛ̀,j,itive,perfective
j-à-áǹt̪-ɛ̀,j,itive,perfective
g-ànt̪-ɛ̀,g,itive,dependent
g-ànt̪-ɔ́,g,ventive,perfective
g-ànt̪-ɔ̀,g,ventive,dependent
g-àǹt̪-ɛ̀,g,itive,dependent
g-àǹt̪-ɔ́,g,ventive,perfective
g-àǹt̪-ɔ̀,g,ventive,dependent
g-á-ánt̪-ɔ̀,g,itive,imperfective
g-á-áǹt̪-ɔ̀,g,itive,imperfective
g-á-ànt̪-ɔ́,g,ventive,imperfective
g-á-àǹt̪-ɔ́,g,ventive,imperfective
g-à-ánt̪-ɛ̀,g,itive,perfective
g-à-áǹt̪-ɛ̀,g,itive,perfective
ɜ́ðɜ́ŋíń-ɔ́,unmarked,itive,imperative
ɜ́ðɜ́ŋín-ɔ́,unmarked,itive,imperative
ɜ́ðɜ́ŋ́íń-ɔ́,unmarked,itive,imperative
ɜ́ðɜ́ŋ́ín-ɔ́,unmarked,itive,imperative
ɜ̀ðɜ̀ŋìǹ-ɔ́,unmarked,ventive,imperative
ɜ̀ðɜ̀ŋìn-ɔ́,unmarked,ventive,imperative
ɜ̀ðɜ̀ŋ̀ìǹ-ɔ́,unmarked,ventive,imperative
ɜ̀ðɜ̀ŋ̀ìn-ɔ́,unmarked,ventive,imperative
ɲ-ɜ̀ðɜ̀ŋìǹ-ɛ̀,ɲ,itive,dependent
ɲ-ɜ̀ðɜ̀ŋìǹ-ɔ́,ɲ,ventive,perfective
ɲ-ɜ̀ðɜ̀ŋìǹ-ɔ̀,ɲ,ventive,dependent
ɲ-ɜ̀ðɜ̀ŋìn-ɛ̀,ɲ,itive,dependent
ɲ-ɜ̀ðɜ̀ŋìn-ɔ́,ɲ,ventive,perfective
ɲ-ɜ̀ðɜ̀ŋìn-ɔ̀,ɲ,ventive,dependent
ɲ-ɜ̀ðɜ̀ŋ̀ìǹ-ɛ̀,ɲ,itive,dependent
ɲ-ɜ̀ðɜ̀ŋ̀ìǹ-ɔ́,ɲ,ventive,perfective
ɲ-ɜ̀ðɜ̀ŋ̀ìǹ-ɔ̀,ɲ,ventive,dependent
ɲ-ɜ̀ðɜ̀ŋ̀ìn-ɛ̀,ɲ,itive,dependent
ɲ-ɜ̀ðɜ̀ŋ̀ìn-ɔ́,ɲ,ventive,perfective
ɲ-ɜ̀ðɜ̀ŋ̀ìn-ɔ̀,ɲ,ventive,dependent
ɲ-á-ɜ́ðɜ̀ŋìǹ-ɔ̀,ɲ,itive,imperfective
ɲ-á-ɜ́ðɜ̀ŋìn-ɔ̀,ɲ,itive,imperfective
ɲ-á-ɜ́ðɜ̀ŋ̀ìǹ-ɔ̀,ɲ,itive,imperfective
ɲ-á-ɜ́ðɜ̀ŋ̀ìn-ɔ̀,ɲ,itive,imperfective
ɲ-á-ɜ̀ðɜ̀ŋìǹ-ɔ́,ɲ,ventive,imperfective
ɲ-á-ɜ̀ðɜ̀ŋìn-ɔ́,ɲ,ventive,imperfective
